Plant,Date,Non- Compliance Group,Species,Type,Compliance Level,Non Compliance,Description,Action
[Plant Name & Number],01/04/2016,On farm welfare,Poultry: Poultry,Welfare on farm,3,Foot Pad Dermatitis,{Name] 8-10 severe score 2 FPD 85-97 %,APHA-Animal Health Office informed
[Plant Name & Number],01/04/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Other,Severe chronic pododermatitis and tendonitis,TS-Trading Standards informed
[Plant Name & Number],04/04/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,3,Other,Cattle late stages of pregnancy,APHA-Animal Health Office informed
[Plant Name & Number],06/04/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,3,Poor animals/ suspect emaciation,Animal in poor condition with arthritic joints transported a long journey before slaughter,APHA-Animal Health Office informed
[Plant Name & Number],07/04/2016,Lairage design and maintenance,Red Meat: Pigs,Maintenance of the lairage,3,Different maintenance problems,"broken fence allowing a small pig to scape.
although the pig did not sufferec physically any wounds and was captured immediately , it probably provoked unnecessary stress to the animal.",ENF verbal advice
[Plant Name & Number],07/04/2016,On farm welfare,Poultry: Poultry,Welfare on farm,3,Foot Pad Dermatitis,"[Name] 12 levels of FPD scored: 5 out of 100 Score 0, 20 out of 100 Score 1, 75 out of 100 Score 2. Referred for advice only. No signs of distress or suffering observed. APHA feedback by phone re this mainly stated that they are working into this along with the farmer as to try to improve the condition in the shed to reduce the high levels of FPD. Awaiting for formal reply by email.",APHA-Animal Health Office informed
[Plant Name & Number],08/04/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Last stages of pregnancy,one calf born in lairage One calf at PMI,TS-Trading Standards informed
[Plant Name & Number],11/04/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,"Mature calf found at PMI. All incisor erupted, full coat, eyelash and almost 80 cm.",TS-Trading Standards informed
[Plant Name & Number],11/04/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,Fully developed calf found at post mortem inspection,TS-Trading Standards informed
[Plant Name & Number],11/04/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Other,laminitis-severe lameness,APHA-Animal Health Office informed
[Plant Name & Number],12/04/2016,Stunning / killing,Red Meat: Sheep,Access to back- up stunner,3,No back-up stunner available,No back up captive bolt available for sheep stunning operation. No animal suffering involved,ENF verbal advice
[Plant Name & Number],12/04/2016,"Electronarcosis
/electrocution",Red Meat: Pigs,Effectiveness of stun,3,Stunning not effective,"3 pigs not properly stunned as the tongues were not working. Slaughterman has stunned pigs properly and changed the tongues.
they were not  showing signs of total recovery",ENF verbal advice
[Plant Name & Number],13/04/2016,Welfare on transport,Red Meat: Sheep,Condition of the animals at unloading,4,Last stages of pregnancy,One lamb born in the lairage. Several attempts were made to find the mother and failed. Lamb shoot and disposed of as Category 1 material.,TS-Trading Standards informed
[Plant Name & Number],14/04/2016,Handling and restraint,Red Meat: Cattle,Restraint,3,Animals not properly restraint,"Very nervous and poor condition animal was half way out of the stunning pen from front head space.
Similar issue happened months ago and stunning box modified as requested.
FBO will review the restrain system again. Animal was shot immediately",ENF verbal advice
[Plant Name & Number],14/04/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Overgrown hoof,Severe lameness on the hind legs,APHA-Animal Health Office informed
[Plant Name & Number],15/04/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,One bovine animal identified at post mortem inspection with a fully developed calf,TS-Trading Standards informed
[Plant Name & Number],19/04/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Other,One hoof missing from front left leg. The animal was unable to keep weight on this leg.,APHA-Animal Health Office informed
[Plant Name & Number],20/04/2016,Post-mortem findings,Red Meat: Cattle,Post-mortem findings,3,Other,calf close to termination of gestation,TS-Trading Standards informed
[Plant Name & Number],20/04/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Bruised,One bovine animal presenting a large bruise on the flank,TS-Trading Standards informed
[Plant Name & Number],21/04/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Weak animals,Down in loading bay,TS-Trading Standards informed
[Plant Name & Number],21/04/2016,Post-mortem findings,Red Meat: Sheep,Post-mortem findings,3,Bruising,Massive bruising extended around whole carcass,TS-Trading Standards informed
[Plant Name & Number],21/04/2016,On farm welfare,Red Meat: Sheep,Welfare on farm,3,Other,Ewe lambed in lairage,APHA-Animal Health Office informed
[Plant Name & Number],21/04/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Overgrown hoof,"Animal identified at AMI with overgrown hoofs, knee arthritis, lameness",APHA-Animal Health Office informed
[Plant Name & Number],22/04/2016,Captive bolt/concussio n/free bullet,Red Meat: Cattle,Effectiveness,3,Multiple stuns,operator 2nd stun as precaution -,None Applicable
[Plant Name & Number],25/04/2016,Post-mortem findings,Red Meat: Cattle,Post-mortem findings,3,Other,large calf close to termination of gestation period,TS-Trading Standards informed
[Plant Name & Number],26/04/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,"Cattle [ID Number] found at evisceration to be in last stages of pregnancy. [Name] replied on 29/04/16 :""Pregnant cow [ID Number]
I have phoned the farmer [Name] and reminded him it was an offence to present for transport and/or transport a pregnant female for whom 90% or more of the expected gestation has already passed.
Farmer informed me when he picked the cow for slaughter and transported her to Dingwall he did not see any signs on the cow which would lead him to believe she was pregnant. Farmer has informed me he has kept back other cows he thought may be pregnant. Last week farmer called his vet out to a heifer which he kept back from slaughter. Cow had a seizure.
Farmer currently gets his vet to pregnancy diagnose around 90 to 95% of all home bred heifers. Farmer also injects heifers and cows with an oestrogen injection to abort any possible pregnancies in female cattle intended for slaughter.
Farmer runs young bulls on the farm and has told me he would take steps to ensure in the future they do not escape and catch the heifers.
If you require any further information or assistance please do not hesitate to contact me.""",TS-Trading Standards informed
[Plant Name & Number],26/04/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,Fully developed calf at PMI.,TS-Trading Standards informed
[Plant Name & Number],26/04/2016,On farm welfare,Red Meat: Sheep,Welfare on farm,4,Ingrown horn/s,One sheep presenting the right horn ingrown.,APHA-Animal Health Office informed
[Plant Name & Number],27/04/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Other,Severe lameness/laminitis and distorted gait. Full udder with signs of blockage or inflammation. Evident stress and unnecessary suffering.,TS-Trading Standards informed
[Plant Name & Number],27/04/2016,Welfare on transport,Red Meat: Sheep,Condition of vehicle,3,Other,"has arrived to the plant one trailer in which 6 pigs and 5 sheep were packed in a limited space and mixed together.
The owner and haulier was [Name & ID number].
TS has referred the case to AH, the officer decided to serve a notice and not prosecute for this time",TS-Trading Standards informed
[Plant Name & Number],27/04/2016,Welfare on transport,Red Meat: Pigs,Condition of vehicle,3,Other,"has arrived to the plant one trailer in which 6 pigs and 5 sheep were packed in a limited space and mixed together.
The owner and haulier was [Name & ID Number].
TS has referred the case to AH, the officer decided to serve a notice and not prosecute for this time",TS-Trading Standards informed
[Plant Name & Number],27/04/2016,Post-mortem findings,Red Meat: Cattle,Post-mortem findings,3,Other,large calf close to termination of gestation period,TS-Trading Standards informed
[Plant Name & Number],27/04/2016,Post-mortem findings,Red Meat: Cattle,Post-mortem findings,4,Bruising,Severe bruising of two carcasses from the same suplier,APHA-Animal Health Office informed
[Plant Name & Number],27/04/2016,Welfare on transport,Red Meat: Sheep,Stocking density on the vehicle,3,Overcrowded vehicle,"has arrived to the plant one trailer in which 6 pigs and 5 sheep were packed in a limited space and mixed together.
The owner and haulier was [Name & ID Number].
TS has referred the case to AH, the officer decided to serve a notice and not prosecute for this time",TS-Trading Standards informed
[Plant Name & Number],27/04/2016,Welfare on transport,Red Meat: Pigs,Stocking density on the vehicle,3,Overcrowded vehicle,"has arrived to the plant one trailer in which 6 pigs and 5 sheep were packed in a limited space and mixed together.
The owner and haulier was [Name & ID Number].
TS has referred the case to AH, the officer decided to serve a notice and not prosecute for this time",TS-Trading Standards informed
[Plant Name & Number],28/04/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Weak animals,Animal in poor condition recumbent in lairage. It had to be slaughtered in the lairage and disposed as fallen stock. Similar cases from the same buyer has been reported. APHA informed,TS-Trading Standards informed
[Plant Name & Number],28/04/2016,Stunning / killing,Poultry: Poultry,Efficiency of stun,3,Birds not properly stunned,stunner not switched on/not operational,ENF Welfare Enforcement Notice
[Plant Name & Number],28/04/2016,Stunning / killing,Poultry: Poultry,Operation of automatic stunner,3,Other,water bath stunner not on,ENF Welfare Enforcement Notice
[Plant Name & Number],28/04/2016,Post-mortem findings,Red Meat: Cattle,Post-mortem findings,3,Other,large calf in the last stage of gestation,TS-Trading Standards informed
[Plant Name & Number],28/04/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Poor animals/ suspect emaciation,Animal in poor condition recumbent in lairage. It had to be slaughtered in the lairage and disposed as fallen stock. Similar cases from the same buyer has been reported. TS informed as well,APHA-Animal Health Office informed
[Plant Name & Number],29/04/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,4,Not Applicable,Extensive bleeding skin abrasion,TS-Trading Standards informed
[Plant Name & Number],29/04/2016,Handling and restraint,Red Meat: Cattle,Restraint,3,Animals not properly restraint,Animal out of the stunning box. No welfare compromised,ENF verbal advice
[Plant Name &,29/04/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,4,Overgrown hoof,"Bleeding overgrown hoof, animal lame and presenting discomfort",APHA-Animal Health Office informed
[Plant Name & Number],02/05/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,Fully developed calf found at PMI. Almost 100% of pregnancy.,TS-Trading Standards informed
[Plant Name & Number],02/05/2016,Welfare on transport,Red Meat: Sheep,Condition of the animals at unloading,4,Injured animals,One cattle presenting at unloading a deep laceration to the right elbow the animal was shoot immediately in  the lariage,TS-Trading Standards informed
[Plant Name & Number],03/05/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,3,Other,Cows with severe respiratory condition,APHA-Animal Health Office informed
[Plant Name & Number],04/05/2016,On farm welfare,Red Meat: Cattle,Welfare on farm,3,Other,Beast kept untreated on the farm,APHA-Animal Health Office informed
[Plant Name & Number],05/05/2016,Welfare on transport,Red Meat: Cattle,Condition of the animals at unloading,3,Last stages of pregnancy,calf found fully grown in last 10 % of pregnancy,TS-Trading Standards informed
